,ord,cls,desc,pounds,size,type
13095,"🚹,️",emoji style;,mens_symbol,(6.0),2,variation_sequences
13096,"🚺,︎",text style;,womens_symbol,(6.0),2,variation_sequences
13097,"🚺,️",emoji style;,womens_symbol,(6.0),2,variation_sequences
13098,"🚼,︎",text style;,baby_symbol,(6.0),2,variation_sequences
13099,"🚼,️",emoji style;,baby_symbol,(6.0),2,variation_sequences
13100,"🛋,︎",text style;,couch_and_lamp,(7.0),2,variation_sequences
13101,"🛋,️",emoji style;,couch_and_lamp,(7.0),2,variation_sequences
13102,"🛍,︎",text style;,shopping_bags,(7.0),2,variation_sequences
13103,"🛍,️",emoji style;,shopping_bags,(7.0),2,variation_sequences
13104,"🛎,︎",text style;,bellhop_bell,(7.0),2,variation_sequences
13105,"🛎,️",emoji style;,bellhop_bell,(7.0),2,variation_sequences
13106,"🛏,︎",text style;,bed,(7.0),2,variation_sequences
13107,"🛏,️",emoji style;,bed,(7.0),2,variation_sequences
13108,"🛠,︎",text style;,hammer_and_wrench,(7.0),2,variation_sequences
13109,"🛠,️",emoji style;,hammer_and_wrench,(7.0),2,variation_sequences
13110,"🛡,︎",text style;,shield,(7.0),2,variation_sequences
13111,"🛡,️",emoji style;,shield,(7.0),2,variation_sequences
13112,"🛢,︎",text style;,oil_drum,(7.0),2,variation_sequences
13113,"🛢,️",emoji style;,oil_drum,(7.0),2,variation_sequences
13114,"🛣,︎",text style;,motorway,(7.0),2,variation_sequences
13115,"🛣,️",emoji style;,motorway,(7.0),2,variation_sequences
13116,"🛤,︎",text style;,railway_track,(7.0),2,variation_sequences
13117,"🛤,️",emoji style;,railway_track,(7.0),2,variation_sequences
13118,"🛥,︎",text style;,motor_boat,(7.0),2,variation_sequences
13119,"🛥,️",emoji style;,motor_boat,(7.0),2,variation_sequences
13120,"🛩,︎",text style;,small_airplane,(7.0),2,variation_sequences
13121,"🛩,️",emoji style;,small_airplane,(7.0),2,variation_sequences
13122,"🛰,︎",text style;,satellite,(7.0),2,variation_sequences
13123,"🛰,️",emoji style;,satellite,(7.0),2,variation_sequences
13124,"🛳,︎",text style;,passenger_ship,(7.0),2,variation_sequences
13125,"🛳,️",emoji style;,passenger_ship,(7.0),2,variation_sequences
13126,"👨,‍,❤,️,‍,👨",Emoji_ZWJ_Sequence,couple_with_heart_man_man,6.0  [1] (👨‍❤️‍👨),6,zwj_sequences
13127,"👨,‍,❤,️,‍,💋,‍,👨",Emoji_ZWJ_Sequence,kiss_man_man,6.0  [1] (👨‍❤️‍💋‍👨),8,zwj_sequences
13128,"👨,‍,👦",Emoji_ZWJ_Sequence,family_man_boy,6.0  [1] (👨‍👦),3,zwj_sequences
13129,"👨,‍,👦,‍,👦",Emoji_ZWJ_Sequence,family_man_boy_boy,6.0  [1] (👨‍👦‍👦),5,zwj_sequences
13130,"👨,‍,👧",Emoji_ZWJ_Sequence,family_man_girl,6.0  [1] (👨‍👧),3,zwj_sequences
13131,"👨,‍,👧,‍,👦",Emoji_ZWJ_Sequence,family_man_girl_boy,6.0  [1] (👨‍👧‍👦),5,zwj_sequences
13132,"👨,‍,👧,‍,👧",Emoji_ZWJ_Sequence,family_man_girl_girl,6.0  [1] (👨‍👧‍👧),5,zwj_sequences
13133,"👨,‍,👨,‍,👦",Emoji_ZWJ_Sequence,family_man_man_boy,6.0  [1] (👨‍👨‍👦),5,zwj_sequences
13134,"👨,‍,👨,‍,👦,‍,👦",Emoji_ZWJ_Sequence,family_man_man_boy_boy,6.0  [1] (👨‍👨‍👦‍👦),7,zwj_sequences
13135,"👨,‍,👨,‍,👧",Emoji_ZWJ_Sequence,family_man_man_girl,6.0  [1] (👨‍👨‍👧),5,zwj_sequences
13136,"👨,‍,👨,‍,👧,‍,👦",Emoji_ZWJ_Sequence,family_man_man_girl_boy,6.0  [1] (👨‍👨‍👧‍👦),7,zwj_sequences
13137,"👨,‍,👨,‍,👧,‍,👧",Emoji_ZWJ_Sequence,family_man_man_girl_girl,6.0  [1] (👨‍👨‍👧‍👧),7,zwj_sequences
13138,"👨,‍,👩,‍,👦",Emoji_ZWJ_Sequence,family_man_woman_boy,6.0  [1] (👨‍👩‍👦),5,zwj_sequences
13139,"👨,‍,👩,‍,👦,‍,👦",Emoji_ZWJ_Sequence,family_man_woman_boy_boy,6.0  [1] (👨‍👩‍👦‍👦),7,zwj_sequences
13140,"👨,‍,👩,‍,👧",Emoji_ZWJ_Sequence,family_man_woman_girl,6.0  [1] (👨‍👩‍👧),5,zwj_sequences
13141,"👨,‍,👩,‍,👧,‍,👦",Emoji_ZWJ_Sequence,family_man_woman_girl_boy,6.0  [1] (👨‍👩‍👧‍👦),7,zwj_sequences
13142,"👨,‍,👩,‍,👧,‍,👧",Emoji_ZWJ_Sequence,family_man_woman_girl_girl,6.0  [1] (👨‍👩‍👧‍👧),7,zwj_sequences
13143,"👨,🏼,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,men_holding_hands_medium_light_skin_tone_light_skin_tone,9.0  [1] (👨🏼‍🤝‍👨🏻),7,zwj_sequences
13144,"👨,🏽,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,men_holding_hands_medium_skin_tone_light_skin_tone,9.0  [1] (👨🏽‍🤝‍👨🏻),7,zwj_sequences
13145,"👨,🏽,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,men_holding_hands_medium_skin_tone_medium_light_skin_tone,9.0  [1] (👨🏽‍🤝‍👨🏼),7,zwj_sequences
13146,"👨,🏾,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,men_holding_hands_medium_dark_skin_tone_light_skin_tone,9.0  [1] (👨🏾‍🤝‍👨🏻),7,zwj_sequences
13147,"👨,🏾,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,men_holding_hands_medium_dark_skin_tone_medium_light_skin_tone,9.0  [1] (👨🏾‍🤝‍👨🏼),7,zwj_sequences
13148,"👨,🏾,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,men_holding_hands_medium_dark_skin_tone_medium_skin_tone,9.0  [1] (👨🏾‍🤝‍👨🏽),7,zwj_sequences
13149,"👨,🏿,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,men_holding_hands_dark_skin_tone_light_skin_tone,9.0  [1] (👨🏿‍🤝‍👨🏻),7,zwj_sequences
13150,"👨,🏿,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,men_holding_hands_dark_skin_tone_medium_light_skin_tone,9.0  [1] (👨🏿‍🤝‍👨🏼),7,zwj_sequences
13151,"👨,🏿,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,men_holding_hands_dark_skin_tone_medium_skin_tone,9.0  [1] (👨🏿‍🤝‍👨🏽),7,zwj_sequences
13152,"👨,🏿,‍,🤝,‍,👨,🏾",Emoji_ZWJ_Sequence,men_holding_hands_dark_skin_tone_medium_dark_skin_tone,9.0  [1] (👨🏿‍🤝‍👨🏾),7,zwj_sequences
13153,"👩,‍,❤,️,‍,👨",Emoji_ZWJ_Sequence,couple_with_heart_woman_man,6.0  [1] (👩‍❤️‍👨),6,zwj_sequences
13154,"👩,‍,❤,️,‍,👩",Emoji_ZWJ_Sequence,couple_with_heart_woman_woman,6.0  [1] (👩‍❤️‍👩),6,zwj_sequences
13155,"👩,‍,❤,️,‍,💋,‍,👨",Emoji_ZWJ_Sequence,kiss_woman_man,6.0  [1] (👩‍❤️‍💋‍👨),8,zwj_sequences
13156,"👩,‍,❤,️,‍,💋,‍,👩",Emoji_ZWJ_Sequence,kiss_woman_woman,6.0  [1] (👩‍❤️‍💋‍👩),8,zwj_sequences
13157,"👩,‍,👦",Emoji_ZWJ_Sequence,family_woman_boy,6.0  [1] (👩‍👦),3,zwj_sequences
13158,"👩,‍,👦,‍,👦",Emoji_ZWJ_Sequence,family_woman_boy_boy,6.0  [1] (👩‍👦‍👦),5,zwj_sequences
13159,"👩,‍,👧",Emoji_ZWJ_Sequence,family_woman_girl,6.0  [1] (👩‍👧),3,zwj_sequences
13160,"👩,‍,👧,‍,👦",Emoji_ZWJ_Sequence,family_woman_girl_boy,6.0  [1] (👩‍👧‍👦),5,zwj_sequences
13161,"👩,‍,👧,‍,👧",Emoji_ZWJ_Sequence,family_woman_girl_girl,6.0  [1] (👩‍👧‍👧),5,zwj_sequences
13162,"👩,‍,👩,‍,👦",Emoji_ZWJ_Sequence,family_woman_woman_boy,6.0  [1] (👩‍👩‍👦),5,zwj_sequences
13163,"👩,‍,👩,‍,👦,‍,👦",Emoji_ZWJ_Sequence,family_woman_woman_boy_boy,6.0  [1] (👩‍👩‍👦‍👦),7,zwj_sequences
13164,"👩,‍,👩,‍,👧",Emoji_ZWJ_Sequence,family_woman_woman_girl,6.0  [1] (👩‍👩‍👧),5,zwj_sequences
13165,"👩,‍,👩,‍,👧,‍,👦",Emoji_ZWJ_Sequence,family_woman_woman_girl_boy,6.0  [1] (👩‍👩‍👧‍👦),7,zwj_sequences
13166,"👩,‍,👩,‍,👧,‍,👧",Emoji_ZWJ_Sequence,family_woman_woman_girl_girl,6.0  [1] (👩‍👩‍👧‍👧),7,zwj_sequences
13167,"👩,🏻,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_light_skin_tone_medium_light_skin_tone,9.0[1] (👩🏻‍🤝‍👨🏼),7,zwj_sequences
13168,"👩,🏻,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_light_skin_tone_medium_skin_tone,9.0  [1] (👩🏻‍🤝‍👨🏽),7,zwj_sequences
13169,"👩,🏻,‍,🤝,‍,👨,🏾",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_light_skin_tone_medium_dark_skin_tone,9.0[1] (👩🏻‍🤝‍👨🏾),7,zwj_sequences
13170,"👩,🏻,‍,🤝,‍,👨,🏿",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_light_skin_tone_dark_skin_tone,9.0  [1] (👩🏻‍🤝‍👨🏿),7,zwj_sequences
13171,"👩,🏼,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_light_skin_tone_light_skin_tone,9.0[1] (👩🏼‍🤝‍👨🏻),7,zwj_sequences
13172,"👩,🏼,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_light_skin_tone_medium_skin_tone,9.0[1] (👩🏼‍🤝‍👨🏽),7,zwj_sequences
13173,"👩,🏼,‍,🤝,‍,👨,🏾",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_light_skin_tone_medium_dark_skin_tone,9.0[1] (👩🏼‍🤝‍👨🏾),7,zwj_sequences
13174,"👩,🏼,‍,🤝,‍,👨,🏿",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_light_skin_tone_dark_skin_tone,9.0[1] (👩🏼‍🤝‍👨🏿),7,zwj_sequences
13175,"👩,🏼,‍,🤝,‍,👩,🏻",Emoji_ZWJ_Sequence,women_holding_hands_medium_light_skin_tone_light_skin_tone,9.0  [1] (👩🏼‍🤝‍👩🏻),7,zwj_sequences
13176,"👩,🏽,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_skin_tone_light_skin_tone,9.0  [1] (👩🏽‍🤝‍👨🏻),7,zwj_sequences
13177,"👩,🏽,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_skin_tone_medium_light_skin_tone,9.0[1] (👩🏽‍🤝‍👨🏼),7,zwj_sequences
13178,"👩,🏽,‍,🤝,‍,👨,🏾",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_skin_tone_medium_dark_skin_tone,9.0[1] (👩🏽‍🤝‍👨🏾),7,zwj_sequences
13179,"👩,🏽,‍,🤝,‍,👨,🏿",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_skin_tone_dark_skin_tone,9.0  [1] (👩🏽‍🤝‍👨🏿),7,zwj_sequences
13180,"👩,🏽,‍,🤝,‍,👩,🏻",Emoji_ZWJ_Sequence,women_holding_hands_medium_skin_tone_light_skin_tone,9.0  [1] (👩🏽‍🤝‍👩🏻),7,zwj_sequences
13181,"👩,🏽,‍,🤝,‍,👩,🏼",Emoji_ZWJ_Sequence,women_holding_hands_medium_skin_tone_medium_light_skin_tone,9.0  [1] (👩🏽‍🤝‍👩🏼),7,zwj_sequences
13182,"👩,🏾,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_dark_skin_tone_light_skin_tone,9.0[1] (👩🏾‍🤝‍👨🏻),7,zwj_sequences
13183,"👩,🏾,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_dark_skin_tone_medium_light_skin_tone,9.0[1] (👩🏾‍🤝‍👨🏼),7,zwj_sequences
13184,"👩,🏾,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_dark_skin_tone_medium_skin_tone,9.0[1] (👩🏾‍🤝‍👨🏽),7,zwj_sequences
13185,"👩,🏾,‍,🤝,‍,👨,🏿",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_medium_dark_skin_tone_dark_skin_tone,9.0[1] (👩🏾‍🤝‍👨🏿),7,zwj_sequences
13186,"👩,🏾,‍,🤝,‍,👩,🏻",Emoji_ZWJ_Sequence,women_holding_hands_medium_dark_skin_tone_light_skin_tone,9.0  [1] (👩🏾‍🤝‍👩🏻),7,zwj_sequences
13187,"👩,🏾,‍,🤝,‍,👩,🏼",Emoji_ZWJ_Sequence,women_holding_hands_medium_dark_skin_tone_medium_light_skin_tone,9.0[1] (👩🏾‍🤝‍👩🏼),7,zwj_sequences
13188,"👩,🏾,‍,🤝,‍,👩,🏽",Emoji_ZWJ_Sequence,women_holding_hands_medium_dark_skin_tone_medium_skin_tone,9.0  [1] (👩🏾‍🤝‍👩🏽),7,zwj_sequences
13189,"👩,🏿,‍,🤝,‍,👨,🏻",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_dark_skin_tone_light_skin_tone,9.0  [1] (👩🏿‍🤝‍👨🏻),7,zwj_sequences
13190,"👩,🏿,‍,🤝,‍,👨,🏼",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_dark_skin_tone_medium_light_skin_tone,9.0[1] (👩🏿‍🤝‍👨🏼),7,zwj_sequences
13191,"👩,🏿,‍,🤝,‍,👨,🏽",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_dark_skin_tone_medium_skin_tone,9.0  [1] (👩🏿‍🤝‍👨🏽),7,zwj_sequences
13192,"👩,🏿,‍,🤝,‍,👨,🏾",Emoji_ZWJ_Sequence,woman_and_man_holding_hands_dark_skin_tone_medium_dark_skin_tone,9.0[1] (👩🏿‍🤝‍👨🏾),7,zwj_sequences
13193,"👩,🏿,‍,🤝,‍,👩,🏻",Emoji_ZWJ_Sequence,women_holding_hands_dark_skin_tone_light_skin_tone,9.0  [1] (👩🏿‍🤝‍👩🏻),7,zwj_sequences
13194,"👩,🏿,‍,🤝,‍,👩,🏼",Emoji_ZWJ_Sequence,women_holding_hands_dark_skin_tone_medium_light_skin_tone,9.0  [1] (👩🏿‍🤝‍👩🏼),7,zwj_sequences
13195,"👩,🏿,‍,🤝,‍,👩,🏽",Emoji_ZWJ_Sequence,women_holding_hands_dark_skin_tone_medium_skin_tone,9.0  [1] (👩🏿‍🤝‍👩🏽),7,zwj_sequences
13196,"👩,🏿,‍,🤝,‍,👩,🏾",Emoji_ZWJ_Sequence,women_holding_hands_dark_skin_tone_medium_dark_skin_tone,9.0  [1] (👩🏿‍🤝‍👩🏾),7,zwj_sequences
13197,"🧑,‍,🤝,‍,🧑",Emoji_ZWJ_Sequence,people_holding_hands,10.0  [1] (🧑‍🤝‍🧑),5,zwj_sequences
13198,"🧑,🏻,‍,🤝,‍,🧑,🏻",Emoji_ZWJ_Sequence,people_holding_hands_light_skin_tone,10.0  [1] (🧑🏻‍🤝‍🧑🏻),7,zwj_sequences
13199,"🧑,🏼,‍,🤝,‍,🧑,🏻",Emoji_ZWJ_Sequence,people_holding_hands_medium_light_skin_tone_light_skin_tone,10.0  [1] (🧑🏼‍🤝‍🧑🏻),7,zwj_sequences
13200,"🧑,🏼,‍,🤝,‍,🧑,🏼",Emoji_ZWJ_Sequence,people_holding_hands_medium_light_skin_tone,10.0  [1] (🧑🏼‍🤝‍🧑🏼),7,zwj_sequences
13201,"🧑,🏽,‍,🤝,‍,🧑,🏻",Emoji_ZWJ_Sequence,people_holding_hands_medium_skin_tone_light_skin_tone,10.0  [1] (🧑🏽‍🤝‍🧑🏻),7,zwj_sequences
13202,"🧑,🏽,‍,🤝,‍,🧑,🏼",Emoji_ZWJ_Sequence,people_holding_hands_medium_skin_tone_medium_light_skin_tone,10.0  [1] (🧑🏽‍🤝‍🧑🏼),7,zwj_sequences
13203,"🧑,🏽,‍,🤝,‍,🧑,🏽",Emoji_ZWJ_Sequence,people_holding_hands_medium_skin_tone,10.0  [1] (🧑🏽‍🤝‍🧑🏽),7,zwj_sequences
13204,"🧑,🏾,‍,🤝,‍,🧑,🏻",Emoji_ZWJ_Sequence,people_holding_hands_medium_dark_skin_tone_light_skin_tone,10.0  [1] (🧑🏾‍🤝‍🧑🏻),7,zwj_sequences
13205,"🧑,🏾,‍,🤝,‍,🧑,🏼",Emoji_ZWJ_Sequence,people_holding_hands_medium_dark_skin_tone_medium_light_skin_tone,10.0[1] (🧑🏾‍🤝‍🧑🏼),7,zwj_sequences
13206,"🧑,🏾,‍,🤝,‍,🧑,🏽",Emoji_ZWJ_Sequence,people_holding_hands_medium_dark_skin_tone_medium_skin_tone,10.0  [1] (🧑🏾‍🤝‍🧑🏽),7,zwj_sequences
13207,"🧑,🏾,‍,🤝,‍,🧑,🏾",Emoji_ZWJ_Sequence,people_holding_hands_medium_dark_skin_tone,10.0  [1] (🧑🏾‍🤝‍🧑🏾),7,zwj_sequences
13208,"🧑,🏿,‍,🤝,‍,🧑,🏻",Emoji_ZWJ_Sequence,people_holding_hands_dark_skin_tone_light_skin_tone,10.0  [1] (🧑🏿‍🤝‍🧑🏻),7,zwj_sequences
13209,"🧑,🏿,‍,🤝,‍,🧑,🏼",Emoji_ZWJ_Sequence,people_holding_hands_dark_skin_tone_medium_light_skin_tone,10.0  [1] (🧑🏿‍🤝‍🧑🏼),7,zwj_sequences
13210,"🧑,🏿,‍,🤝,‍,🧑,🏽",Emoji_ZWJ_Sequence,people_holding_hands_dark_skin_tone_medium_skin_tone,10.0  [1] (🧑🏿‍🤝‍🧑🏽),7,zwj_sequences
13211,"🧑,🏿,‍,🤝,‍,🧑,🏾",Emoji_ZWJ_Sequence,people_holding_hands_dark_skin_tone_medium_dark_skin_tone,10.0  [1] (🧑🏿‍🤝‍🧑🏾),7,zwj_sequences
13212,"🧑,🏿,‍,🤝,‍,🧑,🏿",Emoji_ZWJ_Sequence,people_holding_hands_dark_skin_tone,10.0  [1] (🧑🏿‍🤝‍🧑🏿),7,zwj_sequences
13213,"👨,‍,⚕,️",Emoji_ZWJ_Sequence,man_health_worker,6.0  [1] (👨‍⚕️),4,zwj_sequences
13214,"👨,‍,⚖,️",Emoji_ZWJ_Sequence,man_judge,6.0  [1] (👨‍⚖️),4,zwj_sequences
13215,"👨,‍,✈,️",Emoji_ZWJ_Sequence,man_pilot,6.0  [1] (👨‍✈️),4,zwj_sequences
13216,"👨,‍,🌾",Emoji_ZWJ_Sequence,man_farmer,6.0  [1] (👨‍🌾),3,zwj_sequences
13217,"👨,‍,🍳",Emoji_ZWJ_Sequence,man_cook,6.0  [1] (👨‍🍳),3,zwj_sequences
13218,"👨,‍,🎓",Emoji_ZWJ_Sequence,man_student,6.0  [1] (👨‍🎓),3,zwj_sequences
13219,"👨,‍,🎤",Emoji_ZWJ_Sequence,man_singer,6.0  [1] (👨‍🎤),3,zwj_sequences
13220,"👨,‍,🎨",Emoji_ZWJ_Sequence,man_artist,6.0  [1] (👨‍🎨),3,zwj_sequences
13221,"👨,‍,🏫",Emoji_ZWJ_Sequence,man_teacher,6.0  [1] (👨‍🏫),3,zwj_sequences
13222,"👨,‍,🏭",Emoji_ZWJ_Sequence,man_factory_worker,6.0  [1] (👨‍🏭),3,zwj_sequences
13223,"👨,‍,💻",Emoji_ZWJ_Sequence,man_technologist,6.0  [1] (👨‍💻),3,zwj_sequences
13224,"👨,‍,💼",Emoji_ZWJ_Sequence,man_office_worker,6.0  [1] (👨‍💼),3,zwj_sequences
13225,"👨,‍,🔧",Emoji_ZWJ_Sequence,man_mechanic,6.0  [1] (👨‍🔧),3,zwj_sequences
13226,"👨,‍,🔬",Emoji_ZWJ_Sequence,man_scientist,6.0  [1] (👨‍🔬),3,zwj_sequences
13227,"👨,‍,🚀",Emoji_ZWJ_Sequence,man_astronaut,6.0  [1] (👨‍🚀),3,zwj_sequences
13228,"👨,‍,🚒",Emoji_ZWJ_Sequence,man_firefighter,6.0  [1] (👨‍🚒),3,zwj_sequences
13229,"👨,‍,🦯",Emoji_ZWJ_Sequence,man_with_probing_cane,12.0  [1] (👨‍🦯),3,zwj_sequences
13230,"👨,‍,🦼",Emoji_ZWJ_Sequence,man_in_motorized_wheelchair,12.0  [1] (👨‍🦼),3,zwj_sequences
