,ord,cls,desc,pounds,size,type
314,🍍,Emoji,tulip_baby_bottle_22,6.0 [70] (🌷..🍼),1,data
315,🍎,Emoji,tulip_baby_bottle_23,6.0 [70] (🌷..🍼),1,data
316,🍏,Emoji,tulip_baby_bottle_24,6.0 [70] (🌷..🍼),1,data
317,🍐,Emoji,tulip_baby_bottle_25,6.0 [70] (🌷..🍼),1,data
318,🍑,Emoji,tulip_baby_bottle_26,6.0 [70] (🌷..🍼),1,data
319,🍒,Emoji,tulip_baby_bottle_27,6.0 [70] (🌷..🍼),1,data
320,🍓,Emoji,tulip_baby_bottle_28,6.0 [70] (🌷..🍼),1,data
321,🍔,Emoji,tulip_baby_bottle_29,6.0 [70] (🌷..🍼),1,data
322,🍕,Emoji,tulip_baby_bottle_30,6.0 [70] (🌷..🍼),1,data
323,🍖,Emoji,tulip_baby_bottle_31,6.0 [70] (🌷..🍼),1,data
324,🍗,Emoji,tulip_baby_bottle_32,6.0 [70] (🌷..🍼),1,data
325,🍘,Emoji,tulip_baby_bottle_33,6.0 [70] (🌷..🍼),1,data
326,🍙,Emoji,tulip_baby_bottle_34,6.0 [70] (🌷..🍼),1,data
327,🍚,Emoji,tulip_baby_bottle_35,6.0 [70] (🌷..🍼),1,data
328,🍛,Emoji,tulip_baby_bottle_36,6.0 [70] (🌷..🍼),1,data
329,🍜,Emoji,tulip_baby_bottle_37,6.0 [70] (🌷..🍼),1,data
330,🍝,Emoji,tulip_baby_bottle_38,6.0 [70] (🌷..🍼),1,data
331,🍞,Emoji,tulip_baby_bottle_39,6.0 [70] (🌷..🍼),1,data
332,🍟,Emoji,tulip_baby_bottle_40,6.0 [70] (🌷..🍼),1,data
333,🍠,Emoji,tulip_baby_bottle_41,6.0 [70] (🌷..🍼),1,data
334,🍡,Emoji,tulip_baby_bottle_42,6.0 [70] (🌷..🍼),1,data
335,🍢,Emoji,tulip_baby_bottle_43,6.0 [70] (🌷..🍼),1,data
336,🍣,Emoji,tulip_baby_bottle_44,6.0 [70] (🌷..🍼),1,data
337,🍤,Emoji,tulip_baby_bottle_45,6.0 [70] (🌷..🍼),1,data
338,🍥,Emoji,tulip_baby_bottle_46,6.0 [70] (🌷..🍼),1,data
339,🍦,Emoji,tulip_baby_bottle_47,6.0 [70] (🌷..🍼),1,data
340,🍧,Emoji,tulip_baby_bottle_48,6.0 [70] (🌷..🍼),1,data
341,🍨,Emoji,tulip_baby_bottle_49,6.0 [70] (🌷..🍼),1,data
342,🍩,Emoji,tulip_baby_bottle_50,6.0 [70] (🌷..🍼),1,data
343,🍪,Emoji,tulip_baby_bottle_51,6.0 [70] (🌷..🍼),1,data
344,🍫,Emoji,tulip_baby_bottle_52,6.0 [70] (🌷..🍼),1,data
345,🍬,Emoji,tulip_baby_bottle_53,6.0 [70] (🌷..🍼),1,data
346,🍭,Emoji,tulip_baby_bottle_54,6.0 [70] (🌷..🍼),1,data
347,🍮,Emoji,tulip_baby_bottle_55,6.0 [70] (🌷..🍼),1,data
348,🍯,Emoji,tulip_baby_bottle_56,6.0 [70] (🌷..🍼),1,data
349,🍰,Emoji,tulip_baby_bottle_57,6.0 [70] (🌷..🍼),1,data
350,🍱,Emoji,tulip_baby_bottle_58,6.0 [70] (🌷..🍼),1,data
351,🍲,Emoji,tulip_baby_bottle_59,6.0 [70] (🌷..🍼),1,data
352,🍳,Emoji,tulip_baby_bottle_60,6.0 [70] (🌷..🍼),1,data
353,🍴,Emoji,tulip_baby_bottle_61,6.0 [70] (🌷..🍼),1,data
354,🍵,Emoji,tulip_baby_bottle_62,6.0 [70] (🌷..🍼),1,data
355,🍶,Emoji,tulip_baby_bottle_63,6.0 [70] (🌷..🍼),1,data
356,🍷,Emoji,tulip_baby_bottle_64,6.0 [70] (🌷..🍼),1,data
357,🍸,Emoji,tulip_baby_bottle_65,6.0 [70] (🌷..🍼),1,data
358,🍹,Emoji,tulip_baby_bottle_66,6.0 [70] (🌷..🍼),1,data
359,🍺,Emoji,tulip_baby_bottle_67,6.0 [70] (🌷..🍼),1,data
360,🍻,Emoji,tulip_baby_bottle_68,6.0 [70] (🌷..🍼),1,data
361,🍼,Emoji,tulip_baby_bottle_69,6.0 [70] (🌷..🍼),1,data
362,🍽,Emoji,fork_and_knife_with_plate,7.0 [1] (🍽️),1,data
363,🍾,Emoji,bottle_with_popping_cork_popcorn_0,8.0 [2] (🍾..🍿),1,data
364,🍿,Emoji,bottle_with_popping_cork_popcorn_1,8.0 [2] (🍾..🍿),1,data
365,🎀,Emoji,ribbon_graduation_cap_0,6.0 [20] (🎀..🎓),1,data
366,🎁,Emoji,ribbon_graduation_cap_1,6.0 [20] (🎀..🎓),1,data
367,🎂,Emoji,ribbon_graduation_cap_2,6.0 [20] (🎀..🎓),1,data
368,🎃,Emoji,ribbon_graduation_cap_3,6.0 [20] (🎀..🎓),1,data
369,🎄,Emoji,ribbon_graduation_cap_4,6.0 [20] (🎀..🎓),1,data
370,🎅,Emoji,ribbon_graduation_cap_5,6.0 [20] (🎀..🎓),1,data
371,🎆,Emoji,ribbon_graduation_cap_6,6.0 [20] (🎀..🎓),1,data
372,🎇,Emoji,ribbon_graduation_cap_7,6.0 [20] (🎀..🎓),1,data
373,🎈,Emoji,ribbon_graduation_cap_8,6.0 [20] (🎀..🎓),1,data
374,🎉,Emoji,ribbon_graduation_cap_9,6.0 [20] (🎀..🎓),1,data
375,🎊,Emoji,ribbon_graduation_cap_10,6.0 [20] (🎀..🎓),1,data
376,🎋,Emoji,ribbon_graduation_cap_11,6.0 [20] (🎀..🎓),1,data
377,🎌,Emoji,ribbon_graduation_cap_12,6.0 [20] (🎀..🎓),1,data
378,🎍,Emoji,ribbon_graduation_cap_13,6.0 [20] (🎀..🎓),1,data
379,🎎,Emoji,ribbon_graduation_cap_14,6.0 [20] (🎀..🎓),1,data
380,🎏,Emoji,ribbon_graduation_cap_15,6.0 [20] (🎀..🎓),1,data
381,🎐,Emoji,ribbon_graduation_cap_16,6.0 [20] (🎀..🎓),1,data
382,🎑,Emoji,ribbon_graduation_cap_17,6.0 [20] (🎀..🎓),1,data
383,🎒,Emoji,ribbon_graduation_cap_18,6.0 [20] (🎀..🎓),1,data
384,🎓,Emoji,ribbon_graduation_cap_19,6.0 [20] (🎀..🎓),1,data
385,🎖,Emoji,military_medal_reminder_ribbon_0,7.0 [2] (🎖️..🎗️),1,data
386,🎗,Emoji,military_medal_reminder_ribbon_1,7.0 [2] (🎖️..🎗️),1,data
387,🎙,Emoji,studio_microphone_control_knobs_0,7.0 [3] (🎙️..🎛️),1,data
388,🎚,Emoji,studio_microphone_control_knobs_1,7.0 [3] (🎙️..🎛️),1,data
389,🎛,Emoji,studio_microphone_control_knobs_2,7.0 [3] (🎙️..🎛️),1,data
390,🎞,Emoji,film_frames_admission_tickets_0,7.0 [2] (🎞️..🎟️),1,data
391,🎟,Emoji,film_frames_admission_tickets_1,7.0 [2] (🎞️..🎟️),1,data
392,🎠,Emoji,carousel_horse_person_surfing_0,6.0 [37] (🎠..🏄),1,data
393,🎡,Emoji,carousel_horse_person_surfing_1,6.0 [37] (🎠..🏄),1,data
394,🎢,Emoji,carousel_horse_person_surfing_2,6.0 [37] (🎠..🏄),1,data
395,🎣,Emoji,carousel_horse_person_surfing_3,6.0 [37] (🎠..🏄),1,data
396,🎤,Emoji,carousel_horse_person_surfing_4,6.0 [37] (🎠..🏄),1,data
397,🎥,Emoji,carousel_horse_person_surfing_5,6.0 [37] (🎠..🏄),1,data
398,🎦,Emoji,carousel_horse_person_surfing_6,6.0 [37] (🎠..🏄),1,data
399,🎧,Emoji,carousel_horse_person_surfing_7,6.0 [37] (🎠..🏄),1,data
400,🎨,Emoji,carousel_horse_person_surfing_8,6.0 [37] (🎠..🏄),1,data
401,🎩,Emoji,carousel_horse_person_surfing_9,6.0 [37] (🎠..🏄),1,data
402,🎪,Emoji,carousel_horse_person_surfing_10,6.0 [37] (🎠..🏄),1,data
403,🎫,Emoji,carousel_horse_person_surfing_11,6.0 [37] (🎠..🏄),1,data
404,🎬,Emoji,carousel_horse_person_surfing_12,6.0 [37] (🎠..🏄),1,data
405,🎭,Emoji,carousel_horse_person_surfing_13,6.0 [37] (🎠..🏄),1,data
406,🎮,Emoji,carousel_horse_person_surfing_14,6.0 [37] (🎠..🏄),1,data
407,🎯,Emoji,carousel_horse_person_surfing_15,6.0 [37] (🎠..🏄),1,data
408,🎰,Emoji,carousel_horse_person_surfing_16,6.0 [37] (🎠..🏄),1,data
409,🎱,Emoji,carousel_horse_person_surfing_17,6.0 [37] (🎠..🏄),1,data
410,🎲,Emoji,carousel_horse_person_surfing_18,6.0 [37] (🎠..🏄),1,data
411,🎳,Emoji,carousel_horse_person_surfing_19,6.0 [37] (🎠..🏄),1,data
412,🎴,Emoji,carousel_horse_person_surfing_20,6.0 [37] (🎠..🏄),1,data
413,🎵,Emoji,carousel_horse_person_surfing_21,6.0 [37] (🎠..🏄),1,data
414,🎶,Emoji,carousel_horse_person_surfing_22,6.0 [37] (🎠..🏄),1,data
415,🎷,Emoji,carousel_horse_person_surfing_23,6.0 [37] (🎠..🏄),1,data
416,🎸,Emoji,carousel_horse_person_surfing_24,6.0 [37] (🎠..🏄),1,data
417,🎹,Emoji,carousel_horse_person_surfing_25,6.0 [37] (🎠..🏄),1,data
418,🎺,Emoji,carousel_horse_person_surfing_26,6.0 [37] (🎠..🏄),1,data
419,🎻,Emoji,carousel_horse_person_surfing_27,6.0 [37] (🎠..🏄),1,data
420,🎼,Emoji,carousel_horse_person_surfing_28,6.0 [37] (🎠..🏄),1,data
421,🎽,Emoji,carousel_horse_person_surfing_29,6.0 [37] (🎠..🏄),1,data
422,🎾,Emoji,carousel_horse_person_surfing_30,6.0 [37] (🎠..🏄),1,data
423,🎿,Emoji,carousel_horse_person_surfing_31,6.0 [37] (🎠..🏄),1,data
424,🏀,Emoji,carousel_horse_person_surfing_32,6.0 [37] (🎠..🏄),1,data
425,🏁,Emoji,carousel_horse_person_surfing_33,6.0 [37] (🎠..🏄),1,data
426,🏂,Emoji,carousel_horse_person_surfing_34,6.0 [37] (🎠..🏄),1,data
427,🏃,Emoji,carousel_horse_person_surfing_35,6.0 [37] (🎠..🏄),1,data
428,🏄,Emoji,carousel_horse_person_surfing_36,6.0 [37] (🎠..🏄),1,data
429,🏅,Emoji,sports_medal,7.0 [1] (🏅),1,data
430,🏆,Emoji,trophy_person_swimming_0,6.0 [5] (🏆..🏊),1,data
431,🏇,Emoji,trophy_person_swimming_1,6.0 [5] (🏆..🏊),1,data
432,🏈,Emoji,trophy_person_swimming_2,6.0 [5] (🏆..🏊),1,data
433,🏉,Emoji,trophy_person_swimming_3,6.0 [5] (🏆..🏊),1,data
434,🏊,Emoji,trophy_person_swimming_4,6.0 [5] (🏆..🏊),1,data
435,🏋,Emoji,person_lifting_weights_racing_car_0,7.0 [4] (🏋️..🏎️),1,data
436,🏌,Emoji,person_lifting_weights_racing_car_1,7.0 [4] (🏋️..🏎️),1,data
437,🏍,Emoji,person_lifting_weights_racing_car_2,7.0 [4] (🏋️..🏎️),1,data
438,🏎,Emoji,person_lifting_weights_racing_car_3,7.0 [4] (🏋️..🏎️),1,data
439,🏏,Emoji,cricket_game_ping_pong_0,8.0 [5] (🏏..🏓),1,data
440,🏐,Emoji,cricket_game_ping_pong_1,8.0 [5] (🏏..🏓),1,data
441,🏑,Emoji,cricket_game_ping_pong_2,8.0 [5] (🏏..🏓),1,data
442,🏒,Emoji,cricket_game_ping_pong_3,8.0 [5] (🏏..🏓),1,data
443,🏓,Emoji,cricket_game_ping_pong_4,8.0 [5] (🏏..🏓),1,data
444,🏔,Emoji,snow_capped_mountain_stadium_0,7.0 [12] (🏔️..🏟️),1,data
445,🏕,Emoji,snow_capped_mountain_stadium_1,7.0 [12] (🏔️..🏟️),1,data
446,🏖,Emoji,snow_capped_mountain_stadium_2,7.0 [12] (🏔️..🏟️),1,data
447,🏗,Emoji,snow_capped_mountain_stadium_3,7.0 [12] (🏔️..🏟️),1,data
448,🏘,Emoji,snow_capped_mountain_stadium_4,7.0 [12] (🏔️..🏟️),1,data
449,🏙,Emoji,snow_capped_mountain_stadium_5,7.0 [12] (🏔️..🏟️),1,data
450,🏚,Emoji,snow_capped_mountain_stadium_6,7.0 [12] (🏔️..🏟️),1,data
451,🏛,Emoji,snow_capped_mountain_stadium_7,7.0 [12] (🏔️..🏟️),1,data
452,🏜,Emoji,snow_capped_mountain_stadium_8,7.0 [12] (🏔️..🏟️),1,data
453,🏝,Emoji,snow_capped_mountain_stadium_9,7.0 [12] (🏔️..🏟️),1,data
454,🏞,Emoji,snow_capped_mountain_stadium_10,7.0 [12] (🏔️..🏟️),1,data
455,🏟,Emoji,snow_capped_mountain_stadium_11,7.0 [12] (🏔️..🏟️),1,data
456,🏠,Emoji,house_castle_0,6.0 [17] (🏠..🏰),1,data
457,🏡,Emoji,house_castle_1,6.0 [17] (🏠..🏰),1,data
458,🏢,Emoji,house_castle_2,6.0 [17] (🏠..🏰),1,data
459,🏣,Emoji,house_castle_3,6.0 [17] (🏠..🏰),1,data
460,🏤,Emoji,house_castle_4,6.0 [17] (🏠..🏰),1,data
461,🏥,Emoji,house_castle_5,6.0 [17] (🏠..🏰),1,data
462,🏦,Emoji,house_castle_6,6.0 [17] (🏠..🏰),1,data
463,🏧,Emoji,house_castle_7,6.0 [17] (🏠..🏰),1,data
464,🏨,Emoji,house_castle_8,6.0 [17] (🏠..🏰),1,data
465,🏩,Emoji,house_castle_9,6.0 [17] (🏠..🏰),1,data
466,🏪,Emoji,house_castle_10,6.0 [17] (🏠..🏰),1,data
467,🏫,Emoji,house_castle_11,6.0 [17] (🏠..🏰),1,data
468,🏬,Emoji,house_castle_12,6.0 [17] (🏠..🏰),1,data
469,🏭,Emoji,house_castle_13,6.0 [17] (🏠..🏰),1,data
470,🏮,Emoji,house_castle_14,6.0 [17] (🏠..🏰),1,data
471,🏯,Emoji,house_castle_15,6.0 [17] (🏠..🏰),1,data
472,🏰,Emoji,house_castle_16,6.0 [17] (🏠..🏰),1,data
473,🏳,Emoji,white_flag_rosette_0,7.0 [3] (🏳️..🏵️),1,data
474,🏴,Emoji,white_flag_rosette_1,7.0 [3] (🏳️..🏵️),1,data
475,🏵,Emoji,white_flag_rosette_2,7.0 [3] (🏳️..🏵️),1,data
476,🏷,Emoji,label,7.0 [1] (🏷️),1,data
477,🏸,Emoji,badminton_dark_skin_tone_0,8.0 [8] (🏸..🏿),1,data
478,🏹,Emoji,badminton_dark_skin_tone_1,8.0 [8] (🏸..🏿),1,data
479,🏺,Emoji,badminton_dark_skin_tone_2,8.0 [8] (🏸..🏿),1,data
480,🏻,Emoji,badminton_dark_skin_tone_3,8.0 [8] (🏸..🏿),1,data
481,🏼,Emoji,badminton_dark_skin_tone_4,8.0 [8] (🏸..🏿),1,data
482,🏽,Emoji,badminton_dark_skin_tone_5,8.0 [8] (🏸..🏿),1,data
483,🏾,Emoji,badminton_dark_skin_tone_6,8.0 [8] (🏸..🏿),1,data
484,🏿,Emoji,badminton_dark_skin_tone_7,8.0 [8] (🏸..🏿),1,data
485,🐀,Emoji,rat_paw_prints_0,6.0 [63] (🐀..🐾),1,data
486,🐁,Emoji,rat_paw_prints_1,6.0 [63] (🐀..🐾),1,data
487,🐂,Emoji,rat_paw_prints_2,6.0 [63] (🐀..🐾),1,data
488,🐃,Emoji,rat_paw_prints_3,6.0 [63] (🐀..🐾),1,data
489,🐄,Emoji,rat_paw_prints_4,6.0 [63] (🐀..🐾),1,data
490,🐅,Emoji,rat_paw_prints_5,6.0 [63] (🐀..🐾),1,data
491,🐆,Emoji,rat_paw_prints_6,6.0 [63] (🐀..🐾),1,data
492,🐇,Emoji,rat_paw_prints_7,6.0 [63] (🐀..🐾),1,data
493,🐈,Emoji,rat_paw_prints_8,6.0 [63] (🐀..🐾),1,data
494,🐉,Emoji,rat_paw_prints_9,6.0 [63] (🐀..🐾),1,data
495,🐊,Emoji,rat_paw_prints_10,6.0 [63] (🐀..🐾),1,data
496,🐋,Emoji,rat_paw_prints_11,6.0 [63] (🐀..🐾),1,data
497,🐌,Emoji,rat_paw_prints_12,6.0 [63] (🐀..🐾),1,data
498,🐍,Emoji,rat_paw_prints_13,6.0 [63] (🐀..🐾),1,data
499,🐎,Emoji,rat_paw_prints_14,6.0 [63] (🐀..🐾),1,data
500,🐏,Emoji,rat_paw_prints_15,6.0 [63] (🐀..🐾),1,data
501,🐐,Emoji,rat_paw_prints_16,6.0 [63] (🐀..🐾),1,data
502,🐑,Emoji,rat_paw_prints_17,6.0 [63] (🐀..🐾),1,data
503,🐒,Emoji,rat_paw_prints_18,6.0 [63] (🐀..🐾),1,data
504,🐓,Emoji,rat_paw_prints_19,6.0 [63] (🐀..🐾),1,data
505,🐔,Emoji,rat_paw_prints_20,6.0 [63] (🐀..🐾),1,data
506,🐕,Emoji,rat_paw_prints_21,6.0 [63] (🐀..🐾),1,data
507,🐖,Emoji,rat_paw_prints_22,6.0 [63] (🐀..🐾),1,data
508,🐗,Emoji,rat_paw_prints_23,6.0 [63] (🐀..🐾),1,data
509,🐘,Emoji,rat_paw_prints_24,6.0 [63] (🐀..🐾),1,data
510,🐙,Emoji,rat_paw_prints_25,6.0 [63] (🐀..🐾),1,data
511,🐚,Emoji,rat_paw_prints_26,6.0 [63] (🐀..🐾),1,data
512,🐛,Emoji,rat_paw_prints_27,6.0 [63] (🐀..🐾),1,data
513,🐜,Emoji,rat_paw_prints_28,6.0 [63] (🐀..🐾),1,data
514,🐝,Emoji,rat_paw_prints_29,6.0 [63] (🐀..🐾),1,data
515,🐞,Emoji,rat_paw_prints_30,6.0 [63] (🐀..🐾),1,data
516,🐟,Emoji,rat_paw_prints_31,6.0 [63] (🐀..🐾),1,data
517,🐠,Emoji,rat_paw_prints_32,6.0 [63] (🐀..🐾),1,data
518,🐡,Emoji,rat_paw_prints_33,6.0 [63] (🐀..🐾),1,data
519,🐢,Emoji,rat_paw_prints_34,6.0 [63] (🐀..🐾),1,data
520,🐣,Emoji,rat_paw_prints_35,6.0 [63] (🐀..🐾),1,data
521,🐤,Emoji,rat_paw_prints_36,6.0 [63] (🐀..🐾),1,data
522,🐥,Emoji,rat_paw_prints_37,6.0 [63] (🐀..🐾),1,data
523,🐦,Emoji,rat_paw_prints_38,6.0 [63] (🐀..🐾),1,data
524,🐧,Emoji,rat_paw_prints_39,6.0 [63] (🐀..🐾),1,data
525,🐨,Emoji,rat_paw_prints_40,6.0 [63] (🐀..🐾),1,data
526,🐩,Emoji,rat_paw_prints_41,6.0 [63] (🐀..🐾),1,data
527,🐪,Emoji,rat_paw_prints_42,6.0 [63] (🐀..🐾),1,data
528,🐫,Emoji,rat_paw_prints_43,6.0 [63] (🐀..🐾),1,data
529,🐬,Emoji,rat_paw_prints_44,6.0 [63] (🐀..🐾),1,data
530,🐭,Emoji,rat_paw_prints_45,6.0 [63] (🐀..🐾),1,data
531,🐮,Emoji,rat_paw_prints_46,6.0 [63] (🐀..🐾),1,data
532,🐯,Emoji,rat_paw_prints_47,6.0 [63] (🐀..🐾),1,data
533,🐰,Emoji,rat_paw_prints_48,6.0 [63] (🐀..🐾),1,data
534,🐱,Emoji,rat_paw_prints_49,6.0 [63] (🐀..🐾),1,data
535,🐲,Emoji,rat_paw_prints_50,6.0 [63] (🐀..🐾),1,data
536,🐳,Emoji,rat_paw_prints_51,6.0 [63] (🐀..🐾),1,data
537,🐴,Emoji,rat_paw_prints_52,6.0 [63] (🐀..🐾),1,data
538,🐵,Emoji,rat_paw_prints_53,6.0 [63] (🐀..🐾),1,data
539,🐶,Emoji,rat_paw_prints_54,6.0 [63] (🐀..🐾),1,data
540,🐷,Emoji,rat_paw_prints_55,6.0 [63] (🐀..🐾),1,data
541,🐸,Emoji,rat_paw_prints_56,6.0 [63] (🐀..🐾),1,data
542,🐹,Emoji,rat_paw_prints_57,6.0 [63] (🐀..🐾),1,data
543,🐺,Emoji,rat_paw_prints_58,6.0 [63] (🐀..🐾),1,data
544,🐻,Emoji,rat_paw_prints_59,6.0 [63] (🐀..🐾),1,data
545,🐼,Emoji,rat_paw_prints_60,6.0 [63] (🐀..🐾),1,data
546,🐽,Emoji,rat_paw_prints_61,6.0 [63] (🐀..🐾),1,data
547,🐾,Emoji,rat_paw_prints_62,6.0 [63] (🐀..🐾),1,data
548,🐿,Emoji,chipmunk,7.0 [1] (🐿️),1,data
549,👀,Emoji,eyes,6.0 [1] (👀),1,data
550,👁,Emoji,eye,7.0 [1] (👁️),1,data
551,👂,Emoji,ear_camera_0,6.0[182] (👂..📷),1,data
552,👃,Emoji,ear_camera_1,6.0[182] (👂..📷),1,data
553,👄,Emoji,ear_camera_2,6.0[182] (👂..📷),1,data
554,👅,Emoji,ear_camera_3,6.0[182] (👂..📷),1,data
555,👆,Emoji,ear_camera_4,6.0[182] (👂..📷),1,data
556,👇,Emoji,ear_camera_5,6.0[182] (👂..📷),1,data
557,👈,Emoji,ear_camera_6,6.0[182] (👂..📷),1,data
558,👉,Emoji,ear_camera_7,6.0[182] (👂..📷),1,data
559,👊,Emoji,ear_camera_8,6.0[182] (👂..📷),1,data
560,👋,Emoji,ear_camera_9,6.0[182] (👂..📷),1,data
561,👌,Emoji,ear_camera_10,6.0[182] (👂..📷),1,data
562,👍,Emoji,ear_camera_11,6.0[182] (👂..📷),1,data
563,👎,Emoji,ear_camera_12,6.0[182] (👂..📷),1,data
564,👏,Emoji,ear_camera_13,6.0[182] (👂..📷),1,data
565,👐,Emoji,ear_camera_14,6.0[182] (👂..📷),1,data
566,👑,Emoji,ear_camera_15,6.0[182] (👂..📷),1,data
567,👒,Emoji,ear_camera_16,6.0[182] (👂..📷),1,data
568,👓,Emoji,ear_camera_17,6.0[182] (👂..📷),1,data
569,👔,Emoji,ear_camera_18,6.0[182] (👂..📷),1,data
570,👕,Emoji,ear_camera_19,6.0[182] (👂..📷),1,data
571,👖,Emoji,ear_camera_20,6.0[182] (👂..📷),1,data
572,👗,Emoji,ear_camera_21,6.0[182] (👂..📷),1,data
573,👘,Emoji,ear_camera_22,6.0[182] (👂..📷),1,data
574,👙,Emoji,ear_camera_23,6.0[182] (👂..📷),1,data
575,👚,Emoji,ear_camera_24,6.0[182] (👂..📷),1,data
576,👛,Emoji,ear_camera_25,6.0[182] (👂..📷),1,data
577,👜,Emoji,ear_camera_26,6.0[182] (👂..📷),1,data
578,👝,Emoji,ear_camera_27,6.0[182] (👂..📷),1,data
579,👞,Emoji,ear_camera_28,6.0[182] (👂..📷),1,data
580,👟,Emoji,ear_camera_29,6.0[182] (👂..📷),1,data
581,👠,Emoji,ear_camera_30,6.0[182] (👂..📷),1,data
582,👡,Emoji,ear_camera_31,6.0[182] (👂..📷),1,data
583,👢,Emoji,ear_camera_32,6.0[182] (👂..📷),1,data
584,👣,Emoji,ear_camera_33,6.0[182] (👂..📷),1,data
585,👤,Emoji,ear_camera_34,6.0[182] (👂..📷),1,data
586,👥,Emoji,ear_camera_35,6.0[182] (👂..📷),1,data
587,👦,Emoji,ear_camera_36,6.0[182] (👂..📷),1,data
588,👧,Emoji,ear_camera_37,6.0[182] (👂..📷),1,data
589,👨,Emoji,ear_camera_38,6.0[182] (👂..📷),1,data
590,👩,Emoji,ear_camera_39,6.0[182] (👂..📷),1,data
591,👪,Emoji,ear_camera_40,6.0[182] (👂..📷),1,data
592,👫,Emoji,ear_camera_41,6.0[182] (👂..📷),1,data
593,👬,Emoji,ear_camera_42,6.0[182] (👂..📷),1,data
594,👭,Emoji,ear_camera_43,6.0[182] (👂..📷),1,data
595,👮,Emoji,ear_camera_44,6.0[182] (👂..📷),1,data
596,👯,Emoji,ear_camera_45,6.0[182] (👂..📷),1,data
597,👰,Emoji,ear_camera_46,6.0[182] (👂..📷),1,data
598,👱,Emoji,ear_camera_47,6.0[182] (👂..📷),1,data
599,👲,Emoji,ear_camera_48,6.0[182] (👂..📷),1,data
600,👳,Emoji,ear_camera_49,6.0[182] (👂..📷),1,data
601,👴,Emoji,ear_camera_50,6.0[182] (👂..📷),1,data
602,👵,Emoji,ear_camera_51,6.0[182] (👂..📷),1,data
603,👶,Emoji,ear_camera_52,6.0[182] (👂..📷),1,data
604,👷,Emoji,ear_camera_53,6.0[182] (👂..📷),1,data
605,👸,Emoji,ear_camera_54,6.0[182] (👂..📷),1,data
606,👹,Emoji,ear_camera_55,6.0[182] (👂..📷),1,data
607,👺,Emoji,ear_camera_56,6.0[182] (👂..📷),1,data
608,👻,Emoji,ear_camera_57,6.0[182] (👂..📷),1,data
609,👼,Emoji,ear_camera_58,6.0[182] (👂..📷),1,data
610,👽,Emoji,ear_camera_59,6.0[182] (👂..📷),1,data
611,👾,Emoji,ear_camera_60,6.0[182] (👂..📷),1,data
612,👿,Emoji,ear_camera_61,6.0[182] (👂..📷),1,data
613,💀,Emoji,ear_camera_62,6.0[182] (👂..📷),1,data
614,💁,Emoji,ear_camera_63,6.0[182] (👂..📷),1,data
615,💂,Emoji,ear_camera_64,6.0[182] (👂..📷),1,data
616,💃,Emoji,ear_camera_65,6.0[182] (👂..📷),1,data
617,💄,Emoji,ear_camera_66,6.0[182] (👂..📷),1,data
618,💅,Emoji,ear_camera_67,6.0[182] (👂..📷),1,data
619,💆,Emoji,ear_camera_68,6.0[182] (👂..📷),1,data
620,💇,Emoji,ear_camera_69,6.0[182] (👂..📷),1,data
621,💈,Emoji,ear_camera_70,6.0[182] (👂..📷),1,data
622,💉,Emoji,ear_camera_71,6.0[182] (👂..📷),1,data
623,💊,Emoji,ear_camera_72,6.0[182] (👂..📷),1,data
624,💋,Emoji,ear_camera_73,6.0[182] (👂..📷),1,data
625,💌,Emoji,ear_camera_74,6.0[182] (👂..📷),1,data
626,💍,Emoji,ear_camera_75,6.0[182] (👂..📷),1,data
627,💎,Emoji,ear_camera_76,6.0[182] (👂..📷),1,data
628,💏,Emoji,ear_camera_77,6.0[182] (👂..📷),1,data
629,💐,Emoji,ear_camera_78,6.0[182] (👂..📷),1,data
630,💑,Emoji,ear_camera_79,6.0[182] (👂..📷),1,data
631,💒,Emoji,ear_camera_80,6.0[182] (👂..📷),1,data
632,💓,Emoji,ear_camera_81,6.0[182] (👂..📷),1,data
633,💔,Emoji,ear_camera_82,6.0[182] (👂..📷),1,data
634,💕,Emoji,ear_camera_83,6.0[182] (👂..📷),1,data
635,💖,Emoji,ear_camera_84,6.0[182] (👂..📷),1,data
636,💗,Emoji,ear_camera_85,6.0[182] (👂..📷),1,data
637,💘,Emoji,ear_camera_86,6.0[182] (👂..📷),1,data
638,💙,Emoji,ear_camera_87,6.0[182] (👂..📷),1,data
639,💚,Emoji,ear_camera_88,6.0[182] (👂..📷),1,data
640,💛,Emoji,ear_camera_89,6.0[182] (👂..📷),1,data
641,💜,Emoji,ear_camera_90,6.0[182] (👂..📷),1,data
642,💝,Emoji,ear_camera_91,6.0[182] (👂..📷),1,data
643,💞,Emoji,ear_camera_92,6.0[182] (👂..📷),1,data
644,💟,Emoji,ear_camera_93,6.0[182] (👂..📷),1,data
645,💠,Emoji,ear_camera_94,6.0[182] (👂..📷),1,data
646,💡,Emoji,ear_camera_95,6.0[182] (👂..📷),1,data
647,💢,Emoji,ear_camera_96,6.0[182] (👂..📷),1,data
648,💣,Emoji,ear_camera_97,6.0[182] (👂..📷),1,data
649,💤,Emoji,ear_camera_98,6.0[182] (👂..📷),1,data
650,💥,Emoji,ear_camera_99,6.0[182] (👂..📷),1,data
651,💦,Emoji,ear_camera_100,6.0[182] (👂..📷),1,data
652,💧,Emoji,ear_camera_101,6.0[182] (👂..📷),1,data
653,💨,Emoji,ear_camera_102,6.0[182] (👂..📷),1,data
